,matchId,gameId,gameMode,gameVersion,championName,championId,teamPosition,win,allInPings,assistMePings,assists,baronKills,basicPings,champExperience,champLevel,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,pushPings,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,takedowns,goldPerMinute,damagePerMinute,baronTakedowns,dragonTakedowns,turretTakedowns.1,gameLength,killParticipation,visionScorePerMinute,jungleCsBefore10Minutes,enemyJungleMonsterKills,controlWardsPlaced,wardTakedowns,kda,teamDamagePercentage,maxCsAdvantageOnLaneOpponent,maxLevelLeadLaneOpponent,primaryStyle1,primaryStyle2,primaryStyle3,primaryStyle4,subStyle1,subStyle2
201,KR_6977415416,6977415416,CLASSIC,14.4.562.8237,Jayce,126.0,TOP,False,0,0.0,1,0,0,13133,15.0,0,8,6,2896,3282,2896,16128,0,6,5.0,0,0,True,4,0,False,False,False,False,False,True,0,11208,11275.0,0,TOP,0,0,0,6694,6692,1036,3042,3111,1036,3364,24,1.0,4,TOP,0.0,3,1,686,15336,4437,13609,0,4,0,0,0,0,0,0,9,0,117928,15879,4640,3373,0,0.0,SOLO,0,100,74,73,144,4,12,4,4,361,False,16,1807,133543,20317,0,19112,2566,0,197,135,189,1.0,0,278,0,863,2,2,7,0,0,29,5,6,12,5.0,371.948454576974,674.2137861641422,0.0,0.0,2.0,1808.067599,0.238095238095238,0.9889247261086244,0.0,1.0,5.0,6.0,0.8333333333333334,0.2710808317047601,58.0,2.0,8230,8226,8233,8236,8304,8345
202,KR_6903379899,6903379899,CLASSIC,14.1.553.2414,DrMundo,36.0,TOP,False,0,0.0,3,0,0,9469,12.0,0,1,2,900,900,900,13783,0,4,1.0,0,0,True,5,0,False,False,False,False,False,True,0,4569,4175.0,0,TOP,0,0,0,1054,3076,3047,6660,1028,1029,3340,12,0.0,0,TOP,3.0,0,0,500,18727,6128,3077,0,0,0,0,0,0,0,0,1,0,22280,1873,11950,5875,0,0.0,SOLO,0,81,13,24,5,3,4,1,12,152,False,6,1200,41202,8002,0,15058,5083,0,69,133,53,1.0,0,195,0,30,0,0,4,0,0,16,1,0,7,3.0,228.34768305253476,399.9062959593599,0.0,0.0,0.0,1200.7169246,0.1666666666666666,0.8153463549893897,0.0,0.0,1.0,0.0,0.75,0.1629749978059458,0.0,1.0,8437,8446,8444,8451,8299,9111
203,KR_6991878633,6991878633,CLASSIC,14.5.565.1230,LeeSin,64.0,JUNGLE,False,1,7.0,11,0,0,18150,17.0,0,3,4,643,40905,643,58126,0,6,3.0,2,2,True,2,9,False,False,False,False,False,False,1,16765,15175.0,0,JUNGLE,0,0,1,3071,3053,1038,3111,6610,6692,3340,20,4.0,12,JUNGLE,364.0,4,2,406,56663,5626,20068,0,191,0,1,0,0,0,66,2,0,161997,24917,25070,5719,0,0.0,NONE,0,251,213,173,12,21,11,6,4,66,False,40,2065,315587,33792,1126,47054,23102,0,46,626,156,1.0,0,96924,3248,1916,1,1,9,0,0,44,3,11,15,23.0,487.0329558624316,981.6793930688536,0.0,2.0,1.0,2065.3741422,0.5609756097560976,1.2861030710252734,52.000000059604645,8.0,3.0,11.0,3.8333333333333335,0.288869277500565,64.80000001192093,3.0,8010,9111,9104,8014,8304,8347
204,KR_6939117655,6939117655,CLASSIC,14.3.558.8314,Trundle,48.0,TOP,False,0,1.0,0,0,0,6902,10.0,0,0,1,159,159,159,7128,0,2,0.0,0,0,True,0,0,False,False,False,False,False,True,0,4346,3450.0,0,TOP,0,0,0,1054,2031,1028,3111,1053,1043,3340,12,0.0,0,NONE,0.0,0,0,434,824,449,7359,0,0,0,0,0,0,0,0,1,0,24474,2352,4154,0,0,0.0,SUPPORT,0,48,12,6,2,1,6,1,12,302,False,3,937,25298,2802,0,11916,2844,0,99,62,44,1.0,0,0,0,402,0,0,1,0,0,0,0,0,0,0.0,278.00860816105995,179.23585152108194,0.0,0.0,0.0,937.9893416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1255739081581514,17.0,1.0,8008,9111,9104,8014,8410,8304
205,KR_6966243394,6966243394,CLASSIC,14.4.562.1960,Ezreal,81.0,BOTTOM,False,0,3.0,6,0,0,12908,14.0,0,6,6,0,281,0,10247,0,7,4.0,0,0,True,14,0,False,False,False,False,False,False,5,12078,11600.0,0,BOTTOM,0,0,3,3042,3077,1055,6694,3508,3158,3363,24,2.0,7,BOTTOM,485.0,2,1,446,15601,6295,5880,0,0,0,1,0,0,0,7,4,0,87759,19138,14496,6298,0,0.0,CARRY,0,224,28,26,11,6,7,4,4,64,False,0,1891,107629,25433,0,21168,6315,675,167,0,130,3.0,0,4268,0,791,0,0,11,0,0,27,5,2,13,13.0,383.1508043694763,806.8035752996174,0.0,0.0,0.0,1891.4388286,0.4333333333333333,0.8831899696551161,0.0,0.0,4.0,2.0,1.8571428571428568,0.2460276832849616,8.0,1.0,8005,8009,9103,8014,8304,8345
206,KR_7042284643,7042284643,CLASSIC,14.8.576.8838,Sylas,517.0,MIDDLE,True,0,0.0,11,0,0,18011,17.0,0,4,4,12449,12449,12449,16931,0,5,2.0,1,0,True,5,3,True,False,False,True,False,False,8,17486,14410.0,0,MIDDLE,2,2,0,3157,4645,4646,0,3100,3020,3363,23,4.0,18,MIDDLE,0.0,5,2,587,154800,42269,14332,0,0,0,0,1,0,0,7,3,0,15251,524,12196,3478,0,0.0,SOLO,0,77,52,109,37,4,4,2,12,164,False,30,1784,179473,44696,0,30615,7390,0,195,340,159,1.0,0,9421,1902,4086,4,7,2,0,0,20,2,3,11,29.0,587.9863911354797,1502.888287693224,0.0,0.0,7.0,1784.4282572999998,0.725,0.6757171283632356,0.0,0.0,2.0,3.0,5.8,0.4425924931162409,38.0,3.0,8112,8143,8138,8105,8210,8237
207,KR_7044677810,7044677810,CLASSIC,14.8.578.3867,Aphelios,523.0,BOTTOM,True,0,14.0,4,0,0,16206,16.0,0,6,4,13136,36616,13136,17691,0,5,3.0,3,1,True,1,4,False,False,False,True,False,False,5,18243,15775.0,0,BOTTOM,3,3,0,6672,3031,3139,3006,3072,3086,3363,24,4.0,17,BOTTOM,946.0,6,4,474,1710,992,9083,0,12,0,0,0,0,0,19,4,0,226722,37694,5687,3591,0,1.0,CARRY,0,63,103,0,8,6,6,4,4,584,False,21,1839,236244,39208,0,15666,5644,0,227,220,134,1.0,2,7812,521,895,3,7,2,0,0,33,3,2,13,21.0,595.1166190308522,1279.054021728008,1.0,1.0,7.0,1839.2707428,0.84,1.1078058319161994,0.0,0.0,3.0,2.0,4.2,0.42188421990012,88.00000002980232,3.0,8021,9101,9103,8017,8233,8236
208,KR_7000298043,7000298043,CLASSIC,14.6.569.5139,Shaco,35.0,JUNGLE,True,0,11.0,11,0,0,16893,17.0,0,12,1,769,5618,769,15294,0,12,0.0,0,1,True,3,1,False,False,False,False,False,True,3,13409,12900.0,0,JUNGLE,0,0,0,3142,6699,3009,6694,6701,0,3364,27,2.0,10,JUNGLE,0.0,3,1,347,34969,7229,8340,3,90,0,0,0,0,0,12,2,0,59072,9422,24616,3542,1,0.0,NONE,0,67,58,68,380,18,11,7,14,62,False,23,2317,133349,18527,0,34889,10464,0,18,588,328,1.0,0,39308,1874,1932,1,1,5,0,0,19,0,2,0,21.0,347.19491857380166,479.6883361793338,0.0,1.0,1.0,2317.3979962,0.3559322033898305,0.4919310372535654,24.00000002980232,12.0,0.0,2.0,1.75,0.1299978974815743,4.0,1.0,9923,8143,8138,8105,8014,9104
209,KR_7000298043,7000298043,CLASSIC,14.6.569.5139,Darius,122.0,TOP,False,0,1.0,1,0,0,18793,18.0,0,0,8,3493,3493,3493,36759,0,14,0.0,0,0,True,0,0,False,False,False,False,False,True,0,14524,15508.0,0,TOP,0,0,1,6692,6631,2055,3742,3078,3047,3340,35,2.0,7,TOP,0.0,3,1,420,0,0,8025,0,12,0,0,0,0,0,0,6,0,188055,16670,24794,5083,0,0.0,SOLO,0,67,160,29,10,6,6,4,4,176,False,26,2317,202646,21749,0,39851,6010,0,226,161,375,1.0,0,14591,5078,7031,1,1,7,0,0,22,2,0,14,8.0,376.0590025257959,563.1073092061907,0.0,0.0,1.0,2317.3979962,0.2051282051282051,0.5927090589949702,0.0,2.0,0.0,0.0,0.5714285714285714,0.1462707219713099,15.0,1.0,8010,9111,9105,8299,8473,8242
210,KR_7056279042,7056279042,CLASSIC,14.9.580.2108,Xerath,101.0,UTILITY,False,0,0.0,14,0,0,13305,15.0,0,1,7,435,473,435,7587,0,9,5.0,0,0,True,0,0,False,False,False,False,False,False,0,11153,10575.0,0,UTILITY,0,0,1,3871,6655,4646,3020,1052,4628,3364,27,1.0,5,BOTTOM,0.0,2,1,374,56832,22243,5829,0,0,0,1,0,0,0,3,5,0,2351,941,13185,1597,0,0.0,SUPPORT,0,76,47,39,52,5,14,5,4,333,False,30,1950,61626,24650,0,19311,617,0,60,140,161,1.0,0,2443,1465,296,0,1,8,0,0,63,5,15,26,19.0,343.01564265544584,758.1260194395007,0.0,0.0,1.0,1950.8787658,0.475,1.9574880097875011,0.0,0.0,5.0,15.0,2.111111111111111,0.1915642179972496,23.0,2.0,8369,8304,8345,8347,8226,8237
211,KR_6902386506,6902386506,CLASSIC,14.1.553.2414,Briar,233.0,JUNGLE,True,0,0.0,10,0,0,8220,11.0,0,0,0,1366,2909,1366,9466,0,2,0.0,0,0,True,0,0,False,False,False,False,False,False,0,9716,9450.0,0,JUNGLE,0,1,0,1101,3111,3073,3161,3044,3057,3340,11,2.0,10,JUNGLE,0.0,8,1,958,11491,2462,2406,0,80,0,0,0,0,0,5,1,0,61804,12994,13023,6376,0,0.0,NONE,0,35,44,25,6,0,4,12,11,24,False,31,1210,103835,15850,0,15883,15736,0,19,285,68,1.0,0,30539,394,453,2,3,1,0,0,8,0,0,4,20.0,481.6352689165707,785.6881443942924,0.0,0.0,3.0,1210.4768431,0.4545454545454545,0.4215291809706321,56.00000008940697,37.0,0.0,0.0,10.0,0.1988825976964268,0.0,0.0,8010,9111,9105,8014,8347,8304
212,KR_7054741590,7054741590,CLASSIC,14.9.580.2108,Jayce,126.0,MIDDLE,True,0,0.0,5,0,0,9960,13.0,0,1,1,390,7750,390,7446,0,5,1.0,2,1,True,26,2,False,False,False,False,False,False,0,9077,8285.0,0,MIDDLE,0,0,0,6692,2031,3042,3158,3035,2022,3340,20,2.0,9,MIDDLE,0.0,4,2,530,3417,832,4333,0,8,1,0,1,0,0,6,3,0,58836,10830,9319,15,0,0.0,SOLO,0,94,22,55,42,5,12,5,4,243,False,6,1606,64793,12315,0,13702,740,0,84,99,119,1.0,0,2539,651,50,0,1,1,0,0,19,1,2,10,14.0,339.03459186874244,459.9420015698018,0.0,2.0,1.0,1606.5193865,0.3783783783783784,0.726100234009238,0.0,0.0,1.0,2.0,2.8,0.1377777105738296,6.0,1.0,8369,8304,8345,8347,8226,8210
213,KR_7054741590,7054741590,CLASSIC,14.9.580.2108,Aphelios,523.0,BOTTOM,False,0,2.0,2,0,0,9457,12.0,0,7,1,2345,3657,2345,8753,0,7,0.0,0,0,True,9,4,False,False,False,False,False,False,5,9234,9050.0,0,BOTTOM,0,0,2,1055,3095,3006,3031,1036,1036,3363,15,1.0,3,BOTTOM,676.0,2,1,540,6601,1582,5480,0,0,0,1,0,0,0,6,6,0,100192,13337,8539,6502,0,0.0,CARRY,0,58,77,0,5,4,6,3,4,439,False,13,1606,107713,15079,0,14233,2747,0,196,87,113,1.0,0,919,160,214,0,1,9,0,0,16,0,2,9,5.0,344.8793071684168,563.1708343416558,0.0,1.0,1.0,1606.5193865,0.238095238095238,0.6299370437121375,0.0,0.0,0.0,2.0,0.7142857142857143,0.2177389656670125,40.99999997019768,1.0,8021,9101,9103,8017,8233,8236
214,KR_6989514001,6989514001,CLASSIC,14.5.565.1230,Darius,122.0,JUNGLE,True,0,0.0,9,0,0,5918,9.0,0,8,1,0,13717,0,9878,0,5,0.0,0,1,True,1,0,True,False,False,False,False,True,0,6334,6283.0,0,JUNGLE,0,0,0,3078,1028,3077,1001,1102,1028,3340,13,1.0,5,NONE,0.0,2,1,346,97,97,5236,0,64,0,0,0,0,0,3,2,0,57010,7311,12248,6450,0,0.0,SUPPORT,0,47,51,11,1,4,11,4,6,143,False,17,1083,72882,7966,0,19076,8128,0,12,136,67,1.0,0,15773,556,1590,0,0,1,0,0,8,0,0,5,14.0,350.7141438251735,441.05753111676944,0.0,2.0,0.0,1083.6875486,0.6363636363636364,0.4485171371181087,52.000000059604645,0.0,0.0,0.0,2.8,0.1681746313110559,9.199999988079073,1.0,8010,9111,9104,8299,8473,8242
215,KR_6968342765,6968342765,CLASSIC,14.4.562.8237,Brand,63.0,JUNGLE,True,0,1.0,12,0,0,11402,13.0,0,3,4,0,31625,0,12593,0,5,2.0,1,1,True,1,0,False,True,False,False,False,False,5,10726,10200.0,0,JUNGLE,0,0,0,3137,6653,3020,3116,0,0,3364,21,3.0,8,JUNGLE,0.0,2,2,676,103351,18760,6288,0,112,0,0,0,0,0,13,2,0,15241,948,20319,4379,0,0.0,NONE,0,74,80,52,7,14,11,4,4,185,False,43,1517,168015,20462,0,27140,11549,0,20,588,152,1.0,0,49421,754,532,0,0,1,0,0,21,3,4,3,20.0,424.1586112599968,809.18707160594,0.0,1.0,0.0,1517.2982467,0.5555555555555556,0.8349781336067084,52.00000008940697,10.0,2.0,4.0,4.0,0.2129205907386786,6.0,1.0,8128,8139,8138,8135,8226,8237
216,KR_6924666322,6924666322,CLASSIC,14.2.556.3141,Kayle,10.0,TOP,True,0,1.0,10,0,0,21592,18.0,0,0,5,14247,28208,14247,32505,0,3,1.0,0,1,True,0,0,False,False,False,False,False,False,1,19958,17905.0,0,TOP,1,2,0,4645,3115,3157,3116,3006,3100,3340,29,1.0,13,TOP,0.0,11,1,890,206206,40643,8261,0,13,1,0,1,0,0,7,6,0,59350,8400,24624,3545,0,0.0,SOLO,0,58,46,106,7,4,12,2,4,89,False,27,2185,278405,51757,0,33844,18376,3025,291,832,131,5.0,0,12848,2713,957,5,9,6,0,0,23,1,3,11,23.0,548.0156852062423,1421.1805094393972,1.0,2.0,9.0,2185.1282776,0.6388888888888888,0.6496324249869136,0.0,0.0,1.0,52.0,7.666666666666667,0.3047055321944258,65.60000002384186,2.0,8021,9101,9104,8299,8242,8473
217,KR_6993340658,6993340658,CLASSIC,14.5.565.1230,Blitzcrank,53.0,UTILITY,True,0,43.0,21,0,0,14648,15.0,0,71,16,116,3117,116,28719,0,5,9.0,0,1,True,4,2,True,False,False,False,False,False,14,12887,12775.0,0,UTILITY,0,1,0,3869,3190,3050,3110,4629,3117,3364,35,2.0,8,BOTTOM,0.0,5,1,1207,20545,10031,10044,0,4,0,0,0,0,0,78,10,0,9759,4486,13496,1401,0,0.0,SUPPORT,0,39,62,64,17,6,4,7,14,215,False,56,2280,34605,15605,0,26294,3819,0,24,690,111,1.0,0,4300,1087,2753,0,1,7,0,0,96,9,6,41,29.0,339.0617610274452,410.5644466267044,1.0,3.0,1.0,2280.5961571,0.6904761904761905,2.53115355146452,0.0,0.0,9.0,6.0,5.8,0.1275140774645063,0.0,2.0,8439,8446,8429,8451,8345,8347
218,KR_6911364615,6911364615,CLASSIC,14.1.553.2414,Yasuo,157.0,MIDDLE,True,0,6.0,4,0,0,12172,14.0,0,24,1,2690,4558,2690,15240,0,8,0.0,0,1,True,13,0,False,False,False,False,False,False,0,9664,9500.0,0,TOP,0,0,0,3031,6672,3006,1043,1053,0,3340,16,0.0,2,MIDDLE,504.0,0,1,347,10927,480,6001,2,8,0,0,0,0,0,8,6,0,119139,9913,11065,6249,0,0.0,SOLO,0,152,11,103,3,4,14,3,4,37,False,13,1666,130789,11116,0,17809,1915,0,172,94,209,1.0,0,722,722,742,1,1,4,0,0,14,0,1,9,6.0,347.8552246944565,400.1188251334569,0.0,1.0,1.0,1666.9502212,0.2,0.5384351966184439,0.0,6.0,0.0,1.0,0.75,0.1233328212114665,74.00000002980232,1.0,8008,9111,9104,8014,8139,8135
219,KR_7048915345,7048915345,CLASSIC,14.8.578.3867,Zac,154.0,JUNGLE,False,0,7.0,12,0,0,17134,17.0,0,10,12,149,34070,149,106827,0,10,8.0,1,3,True,2,0,False,False,False,False,False,False,6,13089,12925.0,0,JUNGLE,0,0,2,3211,3067,3075,6665,6664,3158,3364,29,1.0,5,JUNGLE,46.0,4,2,908,134644,18257,24905,2,138,0,1,0,0,0,4,2,0,27448,1440,41405,4216,0,0.0,NONE,0,89,248,96,13,25,11,5,4,238,False,69,2548,236059,21470,0,75394,77372,555,44,598,398,5.0,0,73966,1771,9083,0,0,10,0,0,44,9,9,10,17.0,308.16662254575414,505.49561680487375,0.0,3.0,0.0,2548.4396606,0.53125,1.0560895674911823,46.80000007152557,0.0,8.0,9.0,1.7,0.1308105548729482,4.000000029802322,1.0,8439,8463,8429,8453,9111,9105
220,KR_6970455930,6970455930,CLASSIC,14.4.562.8237,Ekko,245.0,MIDDLE,True,0,0.0,6,0,0,22760,18.0,0,9,3,11142,11142,11142,41770,0,14,0.0,1,0,True,4,0,False,False,False,False,False,False,1,19506,18360.0,0,MIDDLE,1,1,1,3157,3100,3115,3111,4629,3089,3364,28,4.0,16,MIDDLE,0.0,4,2,367,226388,32198,28238,0,0,0,0,0,0,0,3,3,0,19095,4386,22150,4,0,0.0,SOLO,0,132,31,73,13,5,12,5,4,34,False,18,2269,247164,37122,0,51603,13985,0,229,358,460,1.0,0,1681,538,1214,3,3,6,0,0,18,0,2,8,22.0,515.6055514113458,981.2415155076048,0.0,0.0,3.0,2269.9478917,0.4489795918367347,0.4865308181018469,0.0,0.0,0.0,2.0,1.5714285714285714,0.2381864165152384,0.0,1.0,9923,8143,8138,8105,8233,8237
221,KR_7061197315,7061197315,CLASSIC,14.9.580.2108,Twitch,29.0,JUNGLE,False,0,1.0,2,0,0,8633,12.0,0,1,5,0,18,0,7650,0,2,3.0,0,0,True,7,14,False,False,False,False,False,True,7,9029,8850.0,0,JUNGLE,0,0,0,3153,3085,3123,3006,2055,0,3364,20,1.0,6,JUNGLE,326.0,5,1,1149,2755,337,5202,0,96,0,0,0,0,0,3,7,0,68412,9671,12691,5602,0,0.0,NONE,0,38,38,38,7,2,4,14,11,1100,False,8,1502,121557,11201,0,18023,10023,0,18,363,67,1.0,0,50388,1192,130,0,0,6,0,0,20,4,9,3,8.0,360.6024941324493,447.3532053345434,0.0,0.0,0.0,1502.4212652,0.8,0.8155038535465603,36.00000002980232,0.0,3.0,12.0,4.0,0.2641898060483926,4.0,1.0,8005,8009,9104,8014,8135,8143
222,KR_7005372879,7005372879,CLASSIC,14.6.570.6276,Volibear,106.0,TOP,False,0,6.0,9,0,0,13831,15.0,0,4,1,5643,12853,5643,34143,0,12,0.0,0,1,True,9,1,False,False,False,False,False,False,0,11110,10450.0,0,JUNGLE,0,0,2,1054,3115,3047,3742,3075,2022,3340,21,1.0,4,JUNGLE,22.0,2,1,713,95240,8374,7934,0,8,0,1,0,0,0,19,9,0,41579,9024,25879,5408,0,0.0,NONE,0,62,68,64,7,6,4,5,6,245,False,25,1789,137821,18172,0,35508,5235,0,154,211,250,1.0,0,1001,773,1693,2,2,11,0,0,13,0,0,8,13.0,372.6063558600232,609.4366186667504,0.0,1.0,2.0,1789.1467777,0.3714285714285714,0.4616741656187709,0.0,0.0,0.0,0.0,1.0833333333333333,0.1728266828755346,0.0,1.0,8008,9111,9104,8299,8446,8453
223,KR_6953751125,6953751125,CLASSIC,14.3.558.8314,Veigar,45.0,MIDDLE,True,0,1.0,5,1,0,25236,18.0,0,3,8,7979,32584,7979,24310,0,11,0.0,4,0,True,4,0,False,False,False,False,False,True,4,27354,24350.0,0,MIDDLE,0,0,5,3020,6655,4646,3089,4645,3102,3364,30,8.0,28,MIDDLE,0.0,7,3,504,533005,73120,27195,0,23,0,0,0,0,0,10,3,0,13948,1462,11546,4707,0,0.0,SOLO,0,255,166,52,25,7,4,5,12,434,False,36,2636,552976,77189,0,40686,1438,0,345,165,502,1.0,1,6022,2606,1944,1,2,8,0,0,14,0,4,6,33.0,622.4482252402416,1756.4496082436483,1.0,1.0,2.0,2636.7705111,0.515625,0.3226600938509529,0.0,6.0,0.0,12.0,3.0,0.3534967521832516,197.2000000476837,3.0,8369,8304,8345,8347,8210,8226
224,KR_6947566522,6947566522,CLASSIC,14.3.558.8314,Poppy,78.0,TOP,False,0,2.0,2,0,0,13056,15.0,0,0,6,1678,1678,1678,29251,0,4,4.0,0,0,True,0,0,False,False,False,False,False,False,0,8029,7825.0,0,TOP,0,0,1,2055,3075,3068,3047,1033,0,3340,22,0.0,0,TOP,3.0,0,0,706,19693,2601,5279,0,4,0,1,0,0,0,2,6,0,70607,7167,15888,3800,0,0.0,SOLO,0,77,14,17,5,4,12,3,4,406,False,33,1707,94215,9839,0,22181,2620,0,149,415,150,1.0,0,3915,70,1013,1,1,8,0,0,26,5,0,14,2.0,282.1087600292042,345.6799008801147,0.0,0.0,1.0,1707.848122,0.1111111111111111,0.930913579673136,0.0,0.0,4.0,0.0,0.5,0.13502842449539,0.0,1.0,8437,8401,8473,8453,8345,8352
225,KR_7024154696,7024154696,CLASSIC,14.7.571.9528,Ahri,103.0,MIDDLE,False,0,0.0,5,0,0,12494,14.0,0,0,7,888,888,888,9435,0,6,3.0,0,0,True,4,0,False,False,False,False,False,False,0,8977,8650.0,0,MIDDLE,0,0,1,1056,3118,3020,4646,3145,2055,3340,22,1.0,5,MIDDLE,0.0,3,1,426,47921,14339,5543,0,0,0,1,0,0,0,0,8,0,11777,498,17091,6332,0,0.0,SOLO,0,85,70,34,32,3,12,3,4,146,False,15,1664,82276,19584,0,23600,6096,0,135,51,148,1.0,0,22578,4746,966,0,0,9,0,0,19,4,4,8,10.0,323.69001643005834,706.1396546671233,0.0,0.0,0.0,1664.1150917999998,0.4166666666666667,0.6887038198238167,0.0,0.0,3.0,4.0,1.6666666666666667,0.228816610577598,9.0,1.0,8112,8139,8138,8106,8210,8226
226,KR_6970112720,6970112720,CLASSIC,14.4.562.8237,Ziggs,115.0,MIDDLE,True,0,0.0,7,0,0,14056,15.0,0,14,3,41745,48140,41745,6610,0,4,1.0,1,0,True,0,0,False,False,False,True,False,False,0,13125,10975.0,0,MIDDLE,1,1,0,3100,6655,4645,3020,1052,0,3363,16,1.0,5,MIDDLE,0.0,3,2,526,143750,14655,9084,0,10,1,0,1,0,0,5,4,0,10593,641,6047,6500,0,0.0,SOLO,0,149,70,43,8,3,12,3,4,607,False,11,1511,180380,15296,0,15268,2143,0,210,198,108,1.0,0,26035,0,136,7,7,1,0,0,14,1,2,6,12.0,521.0614943039456,607.2512814337979,1.0,0.0,7.0,1511.3975285,0.3870967741935484,0.5926581817922133,0.0,0.0,1.0,2.0,3.0,0.1846406572216725,60.000000059604645,2.0,8229,8226,8210,8237,8345,8304
227,KR_7020742638,7020742638,CLASSIC,14.7.571.9528,Hwei,910.0,MIDDLE,True,0,3.0,12,0,0,19298,18.0,0,20,6,7062,12032,7062,16951,0,5,3.0,2,0,True,8,0,False,True,False,False,False,True,13,17003,16525.0,0,MIDDLE,0,0,1,3158,3165,3040,4628,3089,6653,3364,25,5.0,15,MIDDLE,0.0,5,2,444,171585,29412,13820,1,8,0,0,0,0,0,9,3,0,22914,2770,10938,3368,0,0.0,SOLO,0,136,95,73,15,6,4,8,14,70,False,36,2049,198003,34039,0,25032,4294,0,199,763,194,1.0,0,3503,1855,273,3,3,6,0,0,38,3,6,11,27.0,497.7763024285198,996.4760039169976,0.0,1.0,3.0,2049.5777038,0.4821428571428571,1.1390331988933708,0.0,7.0,3.0,6.0,5.4,0.2338173254651759,45.0,3.0,8112,8139,8120,8106,8233,8237
228,KR_6922624810,6922624810,CLASSIC,14.2.556.3141,Xerath,101.0,UTILITY,False,0,0.0,8,0,0,12430,14.0,0,32,7,1385,2969,1385,9212,0,9,4.0,2,0,True,1,0,False,False,False,False,False,False,33,13195,12975.0,0,UTILITY,0,0,1,3871,3020,4646,6655,3165,4645,3364,27,2.0,9,BOTTOM,0.0,3,2,605,80443,39012,6261,2,0,0,1,0,0,0,0,5,0,5261,598,16886,538,0,0.0,SOLO,0,101,65,32,60,8,3,7,4,499,False,38,2187,88225,40939,0,24358,1357,0,54,216,275,1.0,0,2519,1329,1210,0,3,9,0,0,78,5,5,44,17.0,361.95798291908704,1123.028276769137,0.0,0.0,3.0,2187.2793529,0.4594594594594595,2.166113648957853,0.0,0.0,4.0,6.0,1.8888888888888888,0.2460201974757304,31.75,1.0,8369,8304,8345,8347,8226,8237
229,KR_6949201490,6949201490,CLASSIC,14.3.558.8314,Blitzcrank,53.0,UTILITY,True,0,0.0,2,0,0,3602,7.0,0,0,2,58,58,58,2705,0,2,0.0,0,0,True,0,1,False,False,False,False,False,True,0,3411,2200.0,0,UTILITY,0,0,0,3866,3117,1028,1029,0,0,3340,6,0.0,2,NONE,0.0,0,1,508,2639,1814,2680,0,0,0,0,0,0,0,0,5,0,1590,774,1841,5641,0,0.0,SUPPORT,0,10,9,8,3,3,14,5,4,268,False,16,687,6933,2883,0,4637,0,0,11,69,12,0.0,0,2703,294,115,0,0,0,0,0,4,0,0,4,4.0,297.78265007903605,251.71321521615465,0.0,0.0,0.0,687.3810358999999,0.4,0.3648003959785599,0.0,0.0,0.0,0.0,2.0,0.1505231273660321,2.0,1.0,8351,8306,8345,8347,8234,8275
230,KR_6947759094,6947759094,CLASSIC,14.3.558.8314,Diana,131.0,JUNGLE,True,0,10.0,3,1,0,16601,17.0,0,11,4,0,81148,0,44630,0,6,3.0,2,4,True,1,3,False,False,False,False,False,False,7,16047,14905.0,0,JUNGLE,0,0,0,3157,4633,3115,3102,3020,0,3364,24,3.0,13,JUNGLE,0.0,6,2,760,252451,24865,3663,0,187,0,0,0,0,0,17,7,0,36036,3658,25504,907,0,0.0,NONE,0,137,81,92,12,5,4,18,11,24,False,13,1900,352487,30248,0,33259,12888,0,62,165,240,1.0,0,63999,1724,4092,0,0,3,0,0,36,3,5,5,16.0,506.5950507431278,954.8725820077868,1.0,4.0,0.0,1900.6864713,0.4571428571428571,1.15037706207217,50.000000059604645,7.0,3.0,5.0,2.6666666666666665,0.2325612747975242,101.00000008940695,4.0,8010,9111,9104,8014,8143,8135
